Initializing
Do you want to recalibrate the scale? 0 for no, 1 for S1, 2 for S2, 3 for S3, 4 for S4, 5 for all
1 pass.
2 pass
3 pass
4 pass.
PRESS ANY NUMBER & ENTER TO START DATA COLLECTION
---------------------------------
Live readings:
Time (ms), Sensor 1 Force (N), Sensor 2 Force (N), Sensor 3 Force (N), Sensor 4 Force (N)
2364268, 60.790, 58.623, 63.461, 63.389
2365588, 60.497, 58.417, 63.128, 63.129
2367003, 60.227, 58.230, 62.843, 62.910
2368323, 60.003, 58.075, 62.588, 62.668
2369737, 59.698, 57.812, 62.381, 62.414
2371057, 59.504, 57.605, 64.431, 52.430
2372378, 60.546, 55.477, 67.515, 53.066
2373698, 59.519, 55.242, 70.403, 45.302
2375018, 60.492, 54.748, 69.562, 51.446
2376433, 59.777, 53.861, 68.511, 47.810
2377753, 59.971, 47.734, 61.156, 59.595
2379167, 56.207, 39.652, 62.077, 57.820
2380488, 56.649, 48.494, 61.560, 57.312
2381902, 57.529, 52.974, 61.421, 57.441
2383222, 57.422, 52.720, 62.704, 55.937
2384542, 55.533, 54.023, 60.777, 58.358
2385863, 55.824, 53.919, 60.723, 58.289
2387183, 55.821, 53.858, 60.652, 58.226
2388597, 55.787, 53.794, 60.567, 58.149
2389918, 55.738, 53.745, 60.490, 58.102
2391332, 55.692, 53.691, 60.401, 58.033
2392652, 55.631, 53.648, 60.314, 58.033
2394067, 55.580, 53.586, 60.235, 57.949
2395387, 55.530, 53.553, 60.183, 57.795
2396613, 55.468, 53.519, 60.132, 57.656
2397838, 55.402, 53.479, 60.073, 57.622
2399065, 55.353, 53.439, 60.010, 57.584
2400291, 55.293, 53.400, 59.958, 57.596
2401517, 55.285, 53.370, 59.889, 57.589
2402837, 55.240, 53.340, 59.833, 57.569
2404157, 55.200, 53.311, 59.772, 57.537
2405572, 55.159, 53.279, 59.713, 57.498
2406892, 55.120, 53.245, 59.651, 57.450
2408306, 55.076, 53.222, 59.599, 57.457
2409627, 55.044, 53.195, 59.544, 57.403
2411041, 55.000, 53.165, 59.487, 57.391
2412361, 54.974, 53.140, 59.439, 57.359
2413681, 54.934, 53.111, 59.392, 57.278
2415001, 54.901, 53.098, 59.359, 57.321
2416322, 54.864, 53.056, 59.285, 57.315
2417736, 54.842, 53.031, 59.231, 57.221
2419056, 54.820, 53.013, 59.193, 57.230
2420471, 54.777, 52.975, 59.132, 57.244
2421791, 54.746, 52.911, 58.914, 56.734
2423111, 54.419, 52.859, 58.965, 57.324
2424431, 54.724, 53.086, 56.791, 65.505
2425752, 46.647, 59.321, 46.927, 70.026
2427072, 44.959, 60.693, 43.654, 72.450
2428392, 43.986, 61.234, 42.767, 72.518
2429806, 43.766, 60.312, 46.944, 61.077
2431127, 51.807, 50.679, 55.855, 54.789
2432541, 55.463, 51.226, 55.675, 55.867
2433861, 55.546, 51.518, 55.826, 56.266
2435181, 55.960, 51.611, 55.774, 56.270
2436502, 55.839, 51.624, 55.708, 56.260
2437822, 55.757, 51.623, 55.644, 56.210
2439141, 55.549, 51.509, 55.201, 55.528
2440462, 54.976, 51.450, 55.095, 55.508
2441877, 54.829, 51.364, 54.741, 54.926
2443197, 54.491, 51.426, 54.976, 55.473
2444611, 54.704, 51.451, 54.970, 55.440
2445932, 54.671, 51.439, 54.946, 55.421
2447252, 54.649, 51.437, 54.934, 55.417
2448572, 54.618, 51.429, 54.908, 55.395
2449891, 54.580, 51.578, 54.565, 56.226
2451211, 54.104, 51.706, 54.562, 57.948
2452532, 50.466, 56.055, 46.529, 69.352
2453946, 43.382, 60.776, 42.290, 71.344
2455172, 42.889, 60.769, 42.392, 71.208
2456492, 42.898, 60.655, 42.519, 65.715
2457718, 50.074, 55.719, 52.953, 44.757
2459133, 61.395, 47.944, 60.502, 52.348
2460453, 55.761, 49.007, 60.405, 53.162
2461773, 56.291, 49.532, 60.584, 53.661
2463093, 56.314, 49.595, 60.420, 53.681
2464414, 56.177, 49.586, 60.254, 53.662
2465734, 56.077, 49.595, 60.145, 53.686
2467054, 56.004, 49.619, 59.979, 52.856
2468469, 55.176, 49.387, 59.472, 52.754
2469789, 55.144, 49.407, 59.308, 52.250
2471203, 54.663, 49.329, 58.978, 52.548
2472523, 54.794, 49.439, 59.103, 53.036
2473844, 54.815, 49.477, 59.059, 53.155
2475164, 54.154, 49.976, 57.970, 54.730
2476484, 54.035, 49.956, 56.972, 59.075
2477804, 48.290, 56.467, 45.149, 68.072
2479125, 43.773, 59.017, 43.189, 69.363
2480539, 42.389, 59.897, 41.670, 70.459
2481859, 42.512, 59.729, 41.735, 70.392
2483273, 42.409, 59.785, 42.567, 61.584
2484594, 49.387, 52.608, 55.404, 51.470
2485914, 53.285, 50.256, 55.160, 52.664
2487234, 53.470, 50.602, 55.366, 53.836
2488554, 54.122, 50.880, 55.396, 53.908
2489874, 53.993, 50.922, 55.299, 53.915
2491194, 53.920, 50.940, 55.227, 53.957
2492514, 53.878, 50.954, 55.171, 53.960
2493834, 53.832, 50.939, 54.731, 52.932
2495250, 53.011, 50.684, 54.483, 52.932
2496569, 52.999, 50.695, 54.469, 52.973
2497984, 53.024, 50.718, 54.478, 52.995
2499304, 53.003, 50.720, 54.466, 52.992
2500625, 52.978, 50.713, 54.440, 52.968
2501944, 52.924, 50.694, 54.402, 52.898
2503264, 52.754, 50.634, 54.223, 52.854
2504584, 52.809, 50.691, 54.291, 53.059
2505905, 52.861, 50.848, 53.905, 56.816
2507319, 47.737, 56.532, 41.432, 71.163
2508639, 41.820, 59.430, 40.417, 70.527
2510055, 42.108, 59.218, 40.655, 70.250
2511374, 42.137, 57.534, 45.093, 59.007
2512694, 50.067, 50.407, 53.033, 52.251
2514014, 52.385, 50.904, 53.018, 53.690
2515334, 52.722, 51.395, 53.328, 54.661
2516655, 52.889, 51.496, 53.293, 54.727
2517975, 52.792, 51.527, 53.228, 54.768
2519389, 52.677, 51.535, 53.157, 54.763
2520709, 52.628, 51.540, 53.111, 54.781
2522124, 52.565, 51.344, 52.488, 53.595
2523444, 51.857, 51.220, 52.471, 53.602
2524764, 51.852, 51.227, 52.463, 53.607
2526085, 51.843, 51.231, 52.453, 53.611
2527405, 51.831, 51.231, 52.444, 53.613
2528725, 51.819, 51.228, 52.434, 53.612
2530045, 51.803, 51.221, 52.422, 53.598
2531460, 51.786, 51.218, 52.412, 53.591
2532780, 51.696, 51.141, 51.998, 53.143
2534194, 51.257, 51.247, 52.182, 53.793
2535514, 51.366, 51.283, 52.217, 50.596
2536835, 53.967, 49.711, 67.204, 46.908
2538155, 51.696, 50.751, 62.821, 47.180
2539475, 51.724, 50.767, 62.554, 47.348
2540795, 53.510, 48.360, 60.113, 49.780
2542115, 53.532, 49.150, 59.600, 54.286
2543436, 57.410, 44.677, 51.435, 53.756
2544756, 53.582, 48.357, 54.041, 50.614
2546170, 53.722, 48.416, 52.673, 61.024
2547490, 43.300, 58.395, 39.474, 69.423
2548810, 42.009, 58.407, 39.548, 69.259
2550131, 41.911, 58.515, 39.358, 66.502
2551451, 48.490, 53.747, 49.018, 48.051
2552771, 53.411, 48.634, 53.628, 51.195
2554091, 53.367, 48.983, 53.487, 52.051
2555412, 53.798, 49.357, 53.742, 52.555
2556732, 53.946, 49.430, 53.654, 52.607
2558146, 53.904, 49.478, 53.597, 52.638
2559466, 53.862, 49.482, 53.539, 52.624
2560881, 53.790, 49.369, 53.078, 51.618
2562201, 52.962, 49.220, 52.882, 51.603
2563521, 52.945, 49.228, 52.873, 51.619
2564841, 52.928, 49.237, 52.857, 51.630
2566161, 52.908, 49.242, 52.845, 51.637
2567481, 52.887, 49.243, 52.833, 51.642
2568801, 52.867, 49.241, 52.818, 51.648
2570216, 52.848, 49.243, 52.804, 51.650
2571630, 52.829, 49.243, 52.794, 51.652
2572950, 52.810, 49.238, 52.780, 51.651
2574271, 52.792, 49.240, 52.768, 51.655
2575591, 52.778, 49.240, 52.756, 51.658
2576910, 52.762, 49.237, 52.747, 51.659
2578230, 52.752, 49.238, 52.735, 51.659
2579551, 52.742, 49.242, 52.738, 51.625
2580871, 52.728, 49.236, 52.724, 51.619
2582285, 52.709, 49.234, 52.717, 51.650
2583605, 52.707, 49.234, 52.706, 51.644
2585021, 52.692, 49.237, 52.701, 51.629
2586340, 52.679, 49.234, 52.691, 51.643
2587660, 52.668, 49.224, 52.674, 51.658
2588980, 52.655, 49.219, 52.665, 51.654
2590300, 52.639, 49.215, 52.657, 51.651
2591621, 52.628, 49.211, 52.648, 51.645
2592941, 52.613, 49.206, 52.639, 51.642
2594355, 52.601, 49.204, 52.630, 51.643
2595675, 52.589, 49.202, 52.623, 51.639
2597090, 52.577, 49.198, 52.615, 51.638
2598410, 52.567, 49.194, 52.609, 51.639
2599730, 52.559, 49.192, 52.609, 51.658
2601050, 52.589, 49.216, 52.619, 51.693
2602371, 52.587, 49.213, 52.606, 51.670
2603691, 52.570, 49.209, 52.600, 51.669
2605011, 52.562, 49.206, 52.593, 51.663
2606331, 52.549, 49.202, 52.585, 51.659
2607652, 52.538, 49.197, 52.579, 51.638
2609066, 52.494, 49.176, 52.571, 51.668
2610386, 52.546, 49.198, 52.561, 51.643
2611706, 52.509, 49.188, 52.563, 51.655
2613026, 52.502, 49.183, 52.548, 51.636
2614347, 52.490, 49.181, 52.547, 51.649
2615667, 52.494, 49.186, 52.544, 51.647
2616987, 52.480, 49.169, 52.532, 51.631
2618307, 52.462, 49.174, 52.527, 51.632
2619627, 52.455, 49.166, 52.525, 51.663
2621042, 52.490, 49.187, 52.527, 51.652
2622362, 52.455, 49.169, 52.517, 51.643
2623682, 52.451, 49.172, 57.179, 74.257
2625002, 77.676, 73.073, 42.158, 65.204
2626322, 76.509, 71.225, 41.875, 65.063
2627737, 74.890, 70.428, 41.754, 64.902
2629151, 73.845, 69.872, 41.654, 64.711
2630565, 73.047, 69.445, 41.608, 64.567
2631886, 72.388, 69.022, 41.498, 64.452
2633300, 71.935, 68.690, 42.148, 64.349
2634620, 71.484, 68.424, 42.030, 64.238
2635940, 71.114, 68.176, 41.937, 64.139
2637260, 70.838, 67.898, 41.871, 64.075
2638581, 70.520, 67.768, 41.818, 63.362
2639901, 70.233, 67.526, 41.758, 63.363
2641221, 69.985, 67.329, 41.708, 63.322
2642542, 69.759, 67.148, 41.660, 63.274
2643862, 69.555, 66.976, 41.620, 63.228
2645276, 69.353, 66.814, 41.583, 63.179
2646596, 69.177, 66.673, 41.552, 63.132
2647917, 69.009, 66.539, 41.520, 63.085
2649237, 68.851, 66.415, 41.495, 63.042
2650557, 68.705, 66.302, 41.464, 62.991
2651877, 68.563, 66.189, 41.440, 62.945
2653197, 68.426, 66.080, 41.418, 62.901
2654517, 68.278, 65.980, 41.320, 62.859
2655838, 68.152, 65.871, 41.261, 62.795
2657158, 68.001, 65.762, 40.893, 62.767
2658478, 67.929, 65.672, 41.064, 62.301
2659893, 67.977, 65.700, 40.487, 62.372
2661213, 67.877, 65.638, 40.792, 62.387
2662533, 67.771, 65.562, 40.778, 62.366
2663853, 67.663, 65.480, 40.778, 62.337
2665173, 67.564, 65.404, 40.778, 62.304
2666494, 67.435, 65.322, 40.776, 62.278
2667814, 67.393, 65.386, 41.129, 60.049
2669134, 73.808, 60.617, 45.421, 58.120
2670455, 69.910, 60.872, 44.872, 59.373
2671775, 69.569, 61.584, 43.333, 60.487
2673095, 67.613, 62.244, 38.697, 64.454
2674415, 68.295, 61.207, 40.012, 61.709
2675736, 69.775, 60.956, 37.246, 64.834
2677056, 68.229, 62.042, 39.945, 62.721
2678376, 67.291, 62.014, 40.025, 62.685
2679695, 67.247, 61.979, 40.053, 62.642
2681111, 67.188, 61.946, 40.067, 62.603
2682525, 67.156, 61.958, 40.136, 62.611
2684034, 67.120, 61.913, 40.128, 62.575
2685448, 67.072, 61.884, 40.127, 62.509
2686862, 66.989, 61.850, 40.144, 62.509
2688278, 66.952, 61.812, 58.474, 62.189
2689692, 66.423, 61.752, 58.437, 62.183
2691012, 66.379, 61.722, 57.299, 62.169
2692333, 66.331, 61.690, 56.543, 62.139
2693747, 66.274, 61.658, 56.007, 62.125
2695067, 66.229, 61.627, 55.615, 62.104
2696388, 66.184, 61.606, 55.281, 62.085
2697708, 66.129, 61.557, 54.996, 62.054
2699028, 66.081, 61.549, 54.767, 62.034
2700348, 66.029, 61.520, 54.562, 61.999
2701668, 65.967, 61.496, 54.377, 61.981
2702988, 65.285, 61.475, 70.733, 62.404
2704308, 64.732, 61.456, 67.608, 62.401
2705629, 64.729, 61.434, 66.176, 62.385
2706949, 64.712, 61.412, 65.235, 62.370
2708175, 64.696, 61.385, 64.556, 62.353
2709496, 64.674, 61.364, 64.028, 62.331
2710816, 64.646, 61.342, 63.572, 62.315
2712136, 64.622, 61.312, 63.206, 62.286
2713456, 64.590, 61.291, 62.888, 62.261
2714777, 64.561, 61.266, 62.631, 62.246
2716097, 64.536, 61.241, 62.380, 62.212
2717417, 64.493, 61.219, 62.181, 62.202
2718737, 64.476, 61.204, 61.989, 62.182
2720057, 64.449, 61.179, 61.823, 62.164
2721377, 64.423, 65.709, 80.442, 84.980
2722697, 80.990, 76.784, 77.296, 80.745
2724017, 79.718, 75.762, 75.666, 79.400
2725338, 78.949, 75.122, 74.543, 78.621
2726658, 78.351, 74.639, 73.777, 78.027
2727978, 77.865, 74.249, 73.131, 77.520
2729299, 77.434, 73.916, 72.639, 77.077
2730619, 77.055, 73.635, 72.193, 76.690
2731939, 76.715, 73.377, 71.836, 76.352
2733259, 76.407, 73.148, 71.497, 76.061
2734580, 76.110, 72.920, 71.200, 75.782
2735994, 75.828, 72.711, 70.932, 75.523
2737409, 75.573, 72.515, 70.500, 74.727
2738823, 74.768, 72.294, 70.401, 75.168
2740237, 75.603, 72.648, 71.064, 76.294
2741653, 75.583, 72.469, 70.790, 75.916
2743067, 73.863, 74.767, 63.182, 87.234
2744387, 65.796, 76.589, 58.705, 87.543
2745802, 64.768, 76.168, 57.623, 87.428
2747216, 65.890, 70.975, 61.042, 72.428
2748630, 71.899, 67.571, 63.882, 74.730
2749951, 72.860, 67.949, 64.441, 74.258
2751271, 72.858, 67.807, 64.383, 74.083
2752591, 72.714, 67.718, 64.318, 73.913
2753911, 72.587, 67.636, 64.177, 72.997
2755232, 71.639, 67.366, 63.633, 72.588
2756458, 71.180, 67.114, 63.079, 72.056
2757778, 71.158, 67.295, 63.860, 73.130
2759003, 71.708, 67.326, 63.811, 73.023
2760323, 71.605, 67.270, 63.765, 72.929
2761644, 71.541, 67.228, 63.724, 72.718
2762964, 71.370, 67.224, 63.480, 76.804
2764284, 66.742, 70.284, 59.693, 81.670
2765604, 64.286, 71.323, 57.831, 83.043
2766925, 63.007, 71.802, 57.096, 82.960
2768245, 62.807, 71.804, 57.014, 79.647
2769565, 68.460, 67.962, 60.447, 71.606
2770886, 69.535, 67.035, 61.266, 72.681
2772206, 70.335, 67.219, 61.725, 72.451
2773431, 70.702, 67.154, 61.923, 72.500
2774751, 70.761, 67.173, 61.955, 72.423
2775978, 70.659, 67.149, 61.932, 72.394
2777298, 70.602, 67.142, 61.917, 72.357
2778618, 70.547, 67.121, 61.898, 72.327
2779938, 70.485, 67.088, 61.858, 71.946
2781259, 69.884, 66.822, 61.277, 71.051
2782579, 69.522, 66.776, 61.271, 71.025
2783899, 69.472, 66.620, 60.765, 70.092
2785219, 68.717, 66.471, 60.894, 70.966
2786540, 69.638, 66.724, 61.504, 71.091
2787860, 69.372, 66.684, 61.427, 71.234
2789180, 69.519, 66.668, 61.404, 71.173
2790405, 69.404, 66.668, 61.355, 71.431
2791726, 67.019, 68.874, 58.463, 80.341
2793140, 62.770, 70.574, 56.395, 81.581
2794554, 61.734, 71.109, 55.095, 82.119
2795970, 61.429, 71.141, 55.042, 77.807
2797384, 67.066, 66.366, 61.228, 67.599
2798799, 69.417, 65.641, 62.143, 69.437
2800119, 70.251, 65.999, 62.645, 70.322
2801533, 70.274, 66.008, 62.541, 70.273
2802948, 70.073, 65.947, 62.406, 70.212
2804362, 70.044, 65.993, 62.372, 70.195
2805778, 69.957, 65.977, 62.304, 70.137
2807192, 69.870, 65.953, 62.227, 69.626
2808512, 69.144, 65.652, 61.577, 68.812
2809737, 68.890, 65.561, 61.151, 68.381
2811058, 68.655, 65.621, 61.544, 69.225
2812284, 69.136, 65.734, 61.692, 69.362
2813604, 69.125, 65.725, 61.675, 69.433
2814924, 68.916, 65.766, 61.632, 69.370
2816245, 68.850, 65.744, 61.596, 69.675
2817565, 66.570, 67.445, 59.326, 76.614
2818885, 62.955, 69.298, 56.915, 79.148
2820205, 61.435, 70.135, 55.212, 80.359
2821526, 60.549, 70.521, 54.543, 80.647
2822846, 60.336, 70.593, 54.347, 80.613
2824165, 62.868, 67.487, 57.287, 64.459
2825486, 73.878, 60.897, 66.747, 66.024
2826712, 71.445, 62.019, 66.712, 66.773
2828032, 71.588, 62.168, 66.557, 67.048
2829258, 71.543, 62.257, 66.424, 67.157
2830578, 71.418, 62.270, 66.290, 67.164
2831899, 71.332, 62.289, 66.153, 66.717
2833219, 70.567, 62.065, 65.571, 65.943
2834539, 69.773, 61.950, 65.043, 65.654
2835859, 69.823, 62.096, 65.464, 66.783
2837180, 70.267, 62.256, 65.411, 66.840
2838499, 69.253, 63.933, 62.210, 73.093
2839819, 64.659, 66.198, 57.907, 77.385
2841139, 61.573, 68.656, 53.726, 80.740
2842460, 60.259, 68.108, 56.080, 73.254
2843686, 66.603, 64.380, 66.520, 58.018
2845006, 71.694, 61.789, 70.915, 62.077
2846232, 73.384, 59.011, 68.170, 65.285
2847647, 72.026, 59.303, 68.060, 65.567
2849061, 69.499, 63.003, 59.176, 75.741
2850475, 61.473, 67.832, 55.075, 78.897
2851890, 59.439, 69.254, 53.431, 79.626
2853210, 59.227, 69.357, 53.307, 76.742
2854624, 65.219, 64.225, 65.549, 59.171
2855945, 70.196, 59.740, 67.469, 64.033
2857359, 70.493, 60.427, 67.331, 64.569
2858775, 70.592, 60.776, 67.386, 66.146
2860189, 71.077, 61.080, 67.242, 66.138
2861603, 70.921, 61.080, 67.104, 66.122
2862924, 70.844, 61.096, 67.018, 66.138
2864338, 70.784, 61.116, 66.945, 66.159
2865752, 70.709, 61.002, 66.419, 64.570
2867072, 69.327, 60.627, 65.438, 63.994
2868393, 68.982, 60.681, 65.606, 64.588
2869713, 69.029, 60.687, 65.587, 64.603
2871033, 69.009, 60.688, 65.560, 64.613
2872353, 68.986, 60.692, 65.535, 64.622
2873674, 68.959, 60.693, 65.507, 64.630
2874994, 68.940, 60.696, 65.481, 64.633
2876314, 68.918, 60.692, 65.454, 64.637
2877539, 68.892, 60.694, 65.443, 64.656
2878859, 68.952, 60.707, 65.450, 64.644
2880085, 69.035, 60.684, 65.373, 64.622
2881406, 68.701, 60.687, 65.449, 64.646
2882726, 68.660, 60.830, 65.429, 64.666
2884046, 68.650, 61.001, 65.404, 64.668
2885366, 68.619, 60.919, 65.383, 64.674
2886687, 68.825, 60.662, 65.362, 64.666
2888007, 68.498, 60.713, 65.347, 64.672
2889327, 68.481, 60.957, 65.323, 64.653
2890647, 68.819, 60.837, 65.303, 64.674
2891968, 68.352, 60.788, 65.221, 64.664
2893288, 68.430, 60.794, 64.647, 64.583
2894513, 68.302, 60.784, 64.745, 64.909
2895833, 68.295, 60.780, 64.727, 64.484
2897059, 68.296, 60.777, 64.703, 64.833
2898379, 68.269, 60.772, 64.735, 64.426
2899700, 68.246, 60.762, 64.403, 64.439
2901020, 68.244, 60.767, 64.578, 64.444
2902340, 68.231, 60.766, 64.559, 64.444
2903660, 68.218, 60.766, 64.539, 64.449
2905075, 68.213, 60.775, 64.531, 64.453
2906489, 68.200, 60.751, 64.512, 64.477
2907903, 68.244, 60.776, 64.515, 64.508
2909223, 68.233, 60.772, 64.496, 64.503
2910638, 68.211, 60.766, 64.480, 64.500
2912052, 68.199, 60.761, 64.456, 64.484
2913468, 68.154, 60.746, 64.440, 64.479
2914882, 68.151, 60.751, 64.423, 64.478
2916202, 68.142, 60.747, 64.406, 64.466
2917616, 68.127, 60.746, 64.394, 64.479
2918937, 68.119, 60.733, 64.367, 64.461
2920351, 68.084, 60.723, 64.355, 64.461
2921765, 68.068, 60.720, 64.337, 64.452
2923180, 68.060, 60.715, 64.316, 64.443
2924594, 68.028, 60.708, 64.310, 64.456
2925820, 68.038, 60.716, 64.300, 67.326
2927140, 85.773, 80.229, 83.602, 83.777
2928366, 84.884, 78.886, 82.180, 82.508
2929687, 83.921, 78.285, 81.434, 81.773
2930912, 83.259, 77.913, 80.895, 81.206
2932232, 82.630, 77.613, 80.471, 80.780
2933458, 82.061, 77.387, 80.119, 80.398
2934779, 81.427, 77.179, 79.803, 80.069
2936099, 80.734, 76.996, 79.515, 79.803
2937419, 79.918, 76.843, 79.279, 79.583
2938740, 78.805, 76.707, 79.051, 79.406
2940060, 73.150, 76.532, 78.882, 79.306
2941380, 70.930, 76.389, 78.689, 79.164
2942701, 70.623, 76.270, 78.526, 79.029
2944021, 70.413, 76.166, 78.374, 78.909
2945246, 70.243, 76.069, 78.226, 78.782
2946566, 70.075, 75.973, 78.084, 78.657
2947792, 69.935, 75.888, 77.950, 78.542
2949113, 69.788, 75.802, 77.822, 78.447
2950339, 69.660, 75.725, 77.697, 78.348
2951659, 69.539, 75.644, 77.580, 78.260
2952885, 69.428, 75.577, 77.469, 78.171
2954205, 69.314, 75.503, 77.359, 78.087
2955525, 69.212, 75.430, 77.249, 78.002
2956845, 69.113, 75.367, 77.171, 77.967
2958166, 69.097, 75.327, 77.066, 77.901
2959580, 69.006, 75.265, 76.968, 77.826
2960994, 68.908, 75.193, 76.870, 77.755
2962315, 68.846, 75.133, 76.775, 77.691
2963730, 68.758, 75.075, 76.693, 77.635
2965049, 68.850, 80.815, 90.756, 88.656
2966465, 80.467, 83.730, 88.658, 87.517
2967879, 79.331, 83.140, 87.678, 86.829
2969293, 78.604, 82.742, 87.019, 86.287
2970708, 78.069, 82.426, 86.456, 85.796
2972028, 77.573, 82.153, 85.995, 85.431
2973442, 77.226, 81.943, 85.594, 85.125
2974857, 76.702, 81.618, 85.068, 84.453
2976271, 76.691, 81.727, 85.208, 85.716
2977686, 75.016, 83.568, 77.929, 94.493
2979007, 70.452, 84.708, 73.395, 96.077
2980421, 68.940, 84.686, 72.959, 95.693
2981742, 68.515, 83.331, 74.108, 84.564
2983156, 75.490, 78.408, 76.206, 83.059
2984382, 76.413, 79.377, 78.136, 85.318
2985703, 76.891, 79.607, 78.263, 85.388
2987022, 76.646, 79.549, 78.149, 85.275
2988342, 76.511, 79.519, 78.074, 85.164
2989662, 76.357, 79.473, 77.941, 84.280
2990983, 74.807, 78.941, 76.834, 82.089
2992303, 73.893, 78.699, 76.648, 82.223
2993529, 74.235, 78.923, 77.322, 86.682
2994849, 69.790, 82.877, 71.523, 93.548
2996076, 67.418, 83.125, 71.304, 93.457
2997396, 67.145, 83.129, 71.185, 89.579
2998621, 71.790, 78.911, 74.494, 80.299
2999941, 74.484, 78.251, 76.557, 82.707
3001639, 75.366, 78.397, 76.593, 82.696
3002865, 75.261, 78.382, 76.523, 82.645
3004185, 75.153, 78.352, 76.404, 82.054
3005411, 74.240, 78.084, 75.974, 81.255
3006731, 73.205, 77.744, 75.190, 80.377
3007957, 73.215, 79.119, 73.388, 91.428
3009277, 66.485, 82.426, 70.238, 92.044
3010504, 66.468, 82.268, 70.282, 91.921
3011824, 68.337, 79.455, 71.781, 79.047
3013144, 1.759, 75.946, 76.810, 79.496
3014464, 75.522, 77.012, 77.935, 80.806
3015879, 75.455, 77.057, 77.823, 79.996
3017199, 76.055, 76.892, 77.743, 79.983
3018613, 75.895, 76.880, 77.649, 79.970
3019934, 75.793, 76.867, 77.570, 79.646
3021348, 74.438, 76.504, 76.179, 77.473
3022668, 73.076, 76.428, 76.714, 78.718
3024082, 73.703, 74.313, 88.862, 66.574
3025497, 74.355, 74.724, 85.755, 72.925
3026911, 74.673, 76.529, 77.205, 84.795
3028325, 67.688, 80.037, 71.145, 87.537
3029646, 66.099, 80.894, 69.306, 88.543
3031061, 65.590, 80.981, 69.188, 87.257
3032381, 70.424, 76.163, 81.043, 71.976
3033796, 74.810, 73.393, 80.866, 76.468
3035776, 75.974, 74.198, 80.830, 76.766
3037190, 75.896, 74.220, 80.644, 76.747
3038510, 75.484, 73.983, 79.697, 74.556
3039924, 74.611, 71.039, 78.952, 75.606
3041245, 73.331, 73.726, 78.383, 80.472
3042565, 69.722, 78.063, 70.256, 88.033
3043885, 64.927, 80.506, 67.108, 89.739
3045205, 64.722, 80.440, 67.297, 88.381
3046526, 69.670, 75.944, 79.235, 74.426
3047846, 75.035, 70.951, 79.058, 77.825
3049166, 76.242, 71.678, 78.900, 78.405
3050392, 76.206, 71.815, 78.729, 78.422
3051713, 76.098, 71.850, 78.614, 78.397
3052938, 75.770, 71.665, 77.585, 75.758
3054635, 73.592, 71.253, 76.701, 76.363
3055956, 73.948, 71.319, 76.688, 76.368
3057182, 73.921, 71.322, 76.661, 76.373
3058502, 73.893, 71.341, 76.659, 76.403
3059727, 73.903, 71.343, 76.624, 76.400
3061047, 73.868, 71.344, 76.596, 76.399
3062273, 73.834, 71.339, 76.566, 76.394
3063594, 73.804, 71.334, 76.537, 76.384
3064914, 73.743, 71.324, 76.514, 76.399
3066234, 73.757, 71.334, 76.487, 76.398
3067554, 73.742, 71.325, 76.451, 76.389
3068874, 73.699, 71.312, 76.421, 76.380
3070195, 73.668, 71.302, 76.393, 76.380
3071515, 73.652, 71.305, 76.370, 76.375
3072929, 73.724, 78.703, 90.807, 89.039
3074250, 85.581, 84.572, 89.259, 88.295
3075664, 84.902, 84.138, 88.626, 87.896
3077078, 84.499, 83.844, 88.160, 87.630
3078492, 84.154, 83.617, 87.811, 87.409
3079907, 83.876, 83.429, 87.509, 87.225
3081227, 83.647, 83.282, 87.247, 87.044
3082642, 83.425, 83.142, 87.006, 86.885
3083962, 83.238, 83.026, 86.792, 86.732
3085377, 83.030, 82.913, 86.587, 86.585
3086791, 82.842, 82.787, 86.366, 86.433
3088206, 82.666, 82.691, 86.194, 86.320
3089620, 82.520, 82.602, 86.022, 86.200
3090940, 82.387, 82.525, 85.869, 86.108
3092355, 82.256, 82.445, 85.724, 86.034
3093675, 82.187, 82.400, 85.601, 85.962
3095089, 82.052, 82.311, 85.452, 85.840
3096503, 81.939, 82.261, 85.319, 85.767
3097919, 81.833, 82.195, 85.195, 85.685
3099333, 81.732, 82.140, 85.086, 85.620
3100558, 81.637, 82.087, 84.974, 85.534
3101878, 81.547, 82.036, 84.874, 85.454
3103105, 81.463, 81.985, 84.774, 85.379
3104425, 81.376, 81.936, 89.623, 96.540
3105651, 92.216, 91.577, 96.378, 96.695
3106971, 91.156, 90.854, 95.368, 96.107
3108196, 90.588, 90.447, 94.681, 95.636
3109517, 90.100, 90.113, 94.130, 95.252
3110837, 89.695, 89.837, 93.632, 94.925
3112157, 89.350, 89.604, 93.230, 94.647
3113478, 89.044, 89.399, 92.840, 94.384
3114798, 88.769, 89.201, 92.489, 94.102
3116118, 88.469, 89.020, 92.198, 93.889
3117344, 88.245, 88.872, 91.911, 93.672
3118664, 88.029, 88.727, 91.649, 93.477
3119891, 88.043, 86.621, 92.530, 87.224
3121210, 88.326, 85.754, 91.998, 88.839
3122436, 88.758, 87.031, 92.134, 92.050
3123756, 89.161, 87.110, 91.828, 91.944
3124983, 88.950, 87.050, 90.905, 96.259
3126303, 84.370, 89.469, 86.603, 99.092
3127623, 81.665, 90.571, 83.082, 101.216
3129038, 79.694, 91.094, 81.488, 101.786
3130452, 78.790, 91.189, 80.896, 99.313
3131772, 82.367, 86.005, 87.653, 85.391
